,name,form,rating,rawErg,erg,age,sire,fee,crop,dam,ems3,bmSire,damForm,sex_C,sex_F,sex_G,sex_R,avgSireRating,avgSireErg,avgSireForm,avgDamRating,avgDamErg,avgBmSireRating,avgBmSireErg,avgBmSireForm,sireIsElite,damIsElite,bmSireIsElite,sireIsEliteErg,damIsEliteErg,bmSireIsEliteErg,sireIsEliteForm,bmSireIsEliteForm,lineage_score
58043,Righteous Roy,1,71,29,32,8,Commissioner,7500.0,2,Pure Legacy,41,Simon Pure,2,0.0,0.0,1.0,0.0,59.98378704095941,29.74376902404345,1.5778665283305808,67.27345219514147,28.319959712383774,62.5457652264892,28.065697019593046,1.616209000108628,0,0,0,0,0,0,0,0,62.9194665727526
58044,Romance Novel,2,71,27,28,7,Lord Nelson,25000.0,1,Sweetness 'n Light,39,Distorted Humor,2,0.0,1.0,0.0,0.0,64.04890209575646,31.89666219026487,1.6597578889170517,63.018761756113186,27.855967769907018,68.18261323721907,35.74295483005538,1.6589007919699306,0,0,0,0,0,0,0,0,64.3084096481007
58045,Royally Blue,2,71,14,9,7,Palace,20000.0,3,Blonde and Blue,32,Exchange Rate,1,0.0,1.0,0.0,0.0,59.39853612767528,26.30666069813093,1.6574549630005133,65.93467512197252,27.62177423169139,64.64021689184135,37.03580898716548,1.6557793298588563,0,0,0,0,0,0,0,0,62.47243689030422
58046,Runaway Mistress,2,71,42,50,12,Harlan's Holiday,35000.0,10,Soloing,36,Runaway Groom,2,0.0,0.0,1.0,0.0,70.7678426565598,19.52310647482637,1.7441008513616272,64.8925891463561,26.67746978428783,63.363772286589025,17.74749244607196,1.6289664375475248,1,0,0,0,0,0,1,0,67.60089337249289
58047,Sandor the Hound,2,71,20,0,14,Exclusive Quality,20000.0,4,Improvised,32,Dove Hunt,2,0.0,0.0,1.0,0.0,62.49375503833422,10.081129044245865,1.6929672000869025,65.93467512197252,26.80359241350957,63.164670243911445,19.109212174946357,1.5097635385785226,0,0,0,0,0,0,0,0,63.79871434844421
58048,Sea to Air,2,71,11,8,7,Air Force Blue,20000.0,2,Harbour Vixen,20,Rockport Harbor,0,0.0,0.0,1.0,0.0,62.72807601888466,29.80515739152101,1.3972084838954966,64.52345219514147,26.23662637905044,63.62983114856089,35.73490469589641,1.5841259273003778,0,0,0,0,0,0,0,0,63.49172095002597
58049,Second Grace,2,71,27,30,9,Summer Front,10000.0,1,Lyrically,39,Thunder Gulch,2,0.0,1.0,0.0,0.0,65.7627762663,27.684525261311983,1.6682632201449155,64.88542842277985,27.055967769907017,64.81982932009602,23.552387241365512,1.6382913805444317,0,0,0,0,0,0,0,0,65.31426247913734
58050,Seminole Warrior,2,71,30,28,10,Majestic Warrior,17500.0,7,Divided We Fall,40,You And I,2,1.0,0.0,0.0,0.0,64.43875636759687,12.588569270306275,1.7377404107278642,65.48318664166905,24.833808965277328,65.59115073171384,21.051097681905702,1.7014958889733773,0,0,0,0,0,0,1,0,64.97716611813968
58051,She's a Bossy Girl,2,71,18,16,7,Street Boss,20000.0,10,Fisc,26,Lemon Drop Kid,1,0.0,1.0,0.0,0.0,67.35107747554153,21.991072080645775,1.639135175149835,67.40626356474598,26.218424349892715,66.8106287144315,33.12197790767866,1.591806906257921,0,0,0,0,0,0,0,0,67.28932529259657
58052,She's Not Bluffing,2,71,22,26,10,Verrazano,20000.0,2,Cove,34,Pine Bluff,2,0.0,1.0,0.0,0.0,61.081002121102976,27.47183839078908,1.5684271243932417,62.377244738692696,24.417108324900376,64.32645404181604,21.050705652653665,1.540247357197171,0,0,0,0,0,0,0,0,62.021504825366335
58053,She'sagraciouslady,2,71,37,41,12,Gemologist,15000.0,1,Grace Happens,46,Aptitude,2,0.0,1.0,0.0,0.0,65.82991155400808,30.565902459755264,1.7012088190621026,67.0915304529784,27.345679753471806,65.9722594524663,23.30448486274087,1.6556515510514447,0,0,0,0,0,0,0,0,66.29283035341643
58054,Shezanarcticqueen,2,71,28,16,6,Keen Ice,20000.0,2,Shezastonecoldingo,40,Lonhro,0,0.0,1.0,0.0,0.0,59.3491534116259,28.133821191958084,1.5463438518894024,64.63703279551521,29.218424349892715,61.4016963821187,36.85082326142928,1.3594552500633663,0,0,0,0,0,0,0,0,61.507792641561075
58055,Shifty Kitten,2,71,58,0,13,Kitten's Joy,50000.0,7,Transformation,47,Langfuhr,2,0.0,1.0,0.0,0.0,67.65116752277449,35.09405525411366,1.6109515100462684,64.85678552847482,26.98662637905044,61.67312570536679,27.40335806619442,1.5930154080121663,0,0,0,0,0,0,0,0,65.77642755215844
58056,Sir Munnings,2,71,23,0,14,Munnings,12500.0,1,Famous Lady,35,Tactical Cat,0,1.0,0.0,0.0,0.0,68.1360187775731,35.44788748316455,1.6598682310817563,62.68542842277985,25.522634436573686,64.80729433851057,23.694538129524325,1.5644523030763877,0,0,0,0,0,0,0,0,65.72900348753608
58057,Slicksneakyandfast,2,71,87,83,7,Medaglia d'Oro,250000.0,14,Motown Lady,60,Uncle Mo,3,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,62.867802026284444,39.44919358066194,66.44564384747675,44.79464448273666,1.494745436641138,1,0,0,1,0,1,0,0,67.9585195026259
58058,Slushy,2,71,43,39,7,Frosted,50000.0,2,R Naja,49,Exchange Rate,0,0.0,1.0,0.0,0.0,64.67712570536679,34.783358066194424,1.5290154080121663,65.71395587243829,35.141501272969634,64.64021689184135,37.03580898716548,1.6557793298588563,0,0,0,0,0,0,0,0,65.034479941813
58059,Smart and Broke,2,71,51,47,12,Broken Vow,25000.0,12,Striking Success,46,Smart Strike,0,1.0,0.0,0.0,0.0,66.26061613107518,30.01083784942216,1.695625389324586,64.94867331012126,24.417108324900376,68.58524744227446,37.3209530386376,1.5866112931318956,0,0,0,0,0,0,0,0,66.1501308404212
58060,So Honest,2,71,58,64,11,To Honor and Serve,20000.0,2,French Park,56,Ecton Park,4,0.0,1.0,0.0,0.0,60.70300335702124,34.392437138177996,1.6161720630160754,68.88542842277984,34.58930110324035,67.18211814971372,23.92550057064156,1.663925931139365,0,0,0,0,0,0,0,0,64.53871934894062
58061,Soul of a Warrior,2,71,54,45,7,Declaration of War,25000.0,6,Soul Navigator,50,Henrythenavigator,1,0.0,1.0,0.0,0.0,69.6085631580445,36.43837870837345,1.666207237011801,66.94011886180814,32.98662637905044,61.55817578987227,38.735992562286235,1.6654438769698705,0,0,0,0,0,0,0,0,67.46704954913595
58062,Special Risk,2,71,38,40,12,Eskendereya,17500.0,3,Wicked Uno,48,Macho Uno,2,0.0,1.0,0.0,0.0,67.79500775185706,16.700214763851115,1.6426839782773999,66.0216481801306,28.679962811431174,65.770920878857,36.80859104585624,1.5723458843226576,0,0,0,0,0,0,0,0,66.87071887080279
58063,Sports Story,2,71,54,53,12,Tale of the Cat,25000.0,15,Feature Article,50,Seattle Slew,1,1.0,0.0,0.0,0.0,64.76302153310198,22.892220303764308,1.61211846032953,65.93467512197252,31.62177423169139,63.83281426341698,20.738395165486054,1.5725385200304158,0,0,0,0,0,0,0,0,65.03356919875392
58064,Squash Blossom,2,71,30,33,7,Ironicus,5000.0,2,Red Panther,42,Cape Blanco,2,0.0,1.0,0.0,0.0,61.394353635318936,29.325691264219298,1.5835167620495993,65.93467512197252,29.80359241350957,65.03883110126357,34.5405914105638,1.6137530910012603,0,0,0,0,0,0,0,0,63.53013777553939
58065,Star Topper,2,71,30,28,5,Munnings,30000.0,10,Silver Wave,31,Star Dabbler,2,0.0,0.0,1.0,0.0,68.1360187775731,35.44788748316455,1.6598682310817563,67.94011886180814,29.23662637905044,68.19461028825899,26.310887115845695,1.693356909229163,0,0,0,0,0,0,0,0,68.07624253365825
58066,Starship Impulse,2,71,31,0,13,Saint Anddan,20000.0,5,Great Impulse,37,Imperial Falcon,2,0.0,1.0,0.0,0.0,61.840083902452804,17.34350097344737,1.6619912942965638,65.93467512197252,26.80359241350957,62.867802026284444,22.679962811431174,1.5579886156185834,0,0,0,0,0,0,0,0,63.427348547859445
58067,State of War,2,71,40,33,10,Declaration of War,40000.0,3,Queen of the Realm,46,Empire Maker,0,1.0,0.0,0.0,0.0,69.6085631580445,36.43837870837345,1.666207237011801,68.81876175611318,27.922634436573684,69.03365952938701,37.32563770164891,1.6437309515485499,0,0,0,0,0,0,0,0,69.24589712306992
58068,Stay Safe Kitten,2,71,44,33,12,Kitten's Joy,50000.0,8,Vouchsafe,38,Empire Maker,0,0.0,1.0,0.0,0.0,67.65116752277449,35.09405525411366,1.6109515100462684,65.93467512197252,29.80359241350957,69.03365952938701,37.32563770164891,1.6437309515485499,0,0,0,0,0,0,0,0,67.25776898348568
58069,Stow on the Wold,1,71,69,47,6,Freud,7500.0,18,Alma Llanera,56,Distorted Humor,0,1.0,0.0,0.0,0.0,63.584884139752674,18.038371845251426,1.5709980000411026,66.27345219514147,33.903293045717106,68.18261323721907,35.74295483005538,1.6589007919699306,0,0,0,0,0,0,0,0,65.21554232375871
58070,Sugar Bee,2,71,34,38,5,Mendelssohn,35000.0,2,Silent Thoughts,44,Lemon Drop Kid,0,0.0,1.0,0.0,0.0,66.25130289973008,32.01314590994725,1.4826567222363036,65.93467512197252,30.258137868055027,66.8106287144315,33.12197790767866,1.591806906257921,0,0,0,0,0,0,0,0,66.22438204972013
58071,Super Crybaby,2,71,20,0,13,Super Saver,20000.0,2,Tale of Love,32,Tale of the Cat,2,0.0,0.0,1.0,0.0,63.48842888324101,27.374366998999125,1.6302746164147264,63.690118861808145,24.569959712383774,64.86669854501447,28.232914722567184,1.6031400691210402,0,0,0,0,0,0,0,0,63.76576082500553
58072,Sweetsongofthenile,2,71,44,38,11,Pioneerof The Nile,20000.0,5,Sweet And Ready,43,El Prado,4,0.0,1.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,64.35678552847482,29.48662637905044,65.0803787271707,24.08297449557491,1.5128086139676353,0,0,0,0,0,0,0,0,66.70750487063906
58073,Swingman,1,71,37,30,8,Tonalist,30000.0,2,Eternal Grace,46,Gilded Time,2,1.0,0.0,0.0,0.0,67.2129281139236,34.02384792887332,1.6723841739319352,66.66295902440699,33.05996546775752,65.82031383592197,17.673026640519737,1.6837413030533452,0,0,0,0,0,0,0,0,66.81154679089254
58074,Swiss Army Wife,2,71,39,43,15,Colonel John,15000.0,1,Se Bella,47,Forestry,0,0.0,1.0,0.0,0.0,64.18046345931945,11.953585941025212,1.649823862607029,66.3772447386927,26.48853689632895,67.31342856701326,27.948197062472484,1.6599086178278053,0,0,0,0,0,0,0,0,65.41928167325416
58075,Sylvanella,2,71,32,26,9,The Factor,25000.0,4,Silva,38,Anabaa,0,0.0,1.0,0.0,0.0,67.2150897895477,32.11954147585316,1.6521538628658332,65.69011886180814,29.48662637905044,65.10978016260763,33.73947478329757,1.5193295385395278,0,0,0,0,0,0,0,0,66.36555352079785
58076,Take Charge Gal,2,71,34,37,11,Take Charge Indy,20000.0,1,Pilaf,44,Woodman,0,0.0,1.0,0.0,0.0,63.60170561419211,31.15660313059761,1.6803263757760096,67.44867331012126,27.559965467757518,65.62874243902604,19.041123355976094,1.6496750141059267,0,0,0,0,0,0,0,0,65.2521998314924
58077,Tap Diva,2,71,75,79,13,Tapit,20000.0,8,Cat's Fair,55,Sir Cat,0,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,68.94472510320752,39.98765511912348,68.3185163977576,29.147673713407894,1.625148153963138,1,0,0,1,0,0,0,0,71.78115986921591
58078,Teacup Twirl,2,71,25,0,14,Mancini,0.0,10,Amusement,46,Eddington,0,0.0,1.0,0.0,0.0,60.33008914635611,18.42746978428783,1.640865750190099,65.93467512197252,26.80359241350957,66.34887584166718,35.03015600899353,1.6435057705416654,0,0,0,0,0,0,0,0,63.19451224211851
58079,Temper,2,71,26,0,15,Giant's Causeway,100000.0,10,Open Story,38,Open Forum,0,0.0,1.0,0.0,0.0,69.7764260573393,26.86610356683721,1.6149257965019002,63.09153045297841,25.059965467757518,67.28551937916808,19.94725075220933,1.602447818320072,0,0,0,0,0,0,0,0,67.0630765940873
58080,That Sun of a Gun,2,71,30,36,6,Gun Runner,70000.0,2,Suzee Sunrise,42,Chester House,2,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,67.94867331012126,29.845679753471806,67.31722588769416,19.579529262193088,1.6192308372446695,1,0,0,1,0,0,1,0,70.5531311289785
58081,The Gorilla Man,2,71,26,0,14,After Market,7500.0,4,War Indian,36,Indian Charlie,2,0.0,0.0,1.0,0.0,62.9580835693097,14.16681747679525,1.5915573659278435,65.93467512197252,26.80359241350957,67.91041275889691,34.9566383535832,1.639864450825905,0,0,0,0,0,0,0,0,64.74273999117976
58082,The Miracle Kiut,2,71,43,33,6,Dialed In,25000.0,7,Pinchpenny,48,Super Saver,2,0.0,1.0,0.0,0.0,65.2857007162712,31.230504799204446,1.6527020633007643,66.40626356474598,30.372270503738868,67.50805594166698,42.48288161390314,1.6005551752890883,0,0,0,0,0,1,0,0,66.01125099704674
58083,The Other Breeze,2,71,33,0,13,Malibu Moon,70000.0,13,Sheer Enchantment,32,Archers Bay,0,0.0,0.0,1.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,64.40626356474598,23.52611665758502,62.80428559693146,18.991553502558173,1.6975711580548203,0,0,0,0,0,0,0,0,65.57057811818521
58084,The Right Thing,2,71,37,0,13,Spring At Last,7500.0,4,Com Easy,44,Halo's Image,2,0.0,0.0,1.0,0.0,66.343419429167,20.46637783562346,1.7261048085429955,67.41876175611318,23.18930110324035,61.402142798465725,22.258934646015927,1.5066803158695155,0,0,0,0,0,0,1,0,65.97859774899297
58085,The Topester,1,71,38,0,13,Scat Daddy,17500.0,5,New Attraction,42,Honour And Glory,0,0.0,0.0,1.0,0.0,73.26225357550668,31.552703697716126,1.7150573009210992,65.52345219514147,26.569959712383774,62.799170813578314,19.928947668172064,1.6171598042170738,1,0,0,0,0,0,1,0,68.9842106780896
58086,Theorist,2,71,14,16,9,Revolutionary,7500.0,2,Sankobasi,26,Pulpit,0,0.0,0.0,1.0,0.0,57.68973466202425,29.240564522122934,1.632197885757737,64.01876175611318,23.45596776990702,68.92912981417003,31.646506977278978,1.688995738101273,0,0,0,0,0,0,0,0,61.590803417777245
58087,This Country,1,71,79,74,5,Constitution,40000.0,5,Battle Flag,54,War Front,1,0.0,1.0,0.0,0.0,71.3952839327382,45.50260719425033,1.7119684844814957,65.93467512197252,33.530865140782296,66.61426707105086,39.39060659368959,1.531538486969746,1,0,0,1,0,0,1,0,68.7669183197171
58088,Thor's Thunder,2,71,30,48,9,Atreides,5000.0,2,Real Strike,42,Smart Strike,0,1.0,0.0,0.0,0.0,62.69962094574893,32.56815339895113,1.7398745306743182,66.52345219514147,32.23662637905044,68.58524744227446,37.3209530386376,1.5866112931318956,0,0,0,0,0,0,1,0,64.92080585751515
58089,Thoughtless Doll,2,71,25,27,11,Jimmy Creed,12500.0,1,Mon Ange,37,Wolf Power,2,0.0,1.0,0.0,0.0,66.19090723384691,36.45421571823983,1.7168429004883488,66.71395587243829,26.75688588835425,67.89949800923507,16.617284231043385,1.6555095135957185,0,0,0,0,0,0,1,0,66.63026287366212
58090,Timeforawoodford,0,71,58,47,9,Into Mischief,45000.0,8,Time For A Crown,46,Time For A Change,2,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,67.69011886180814,28.48662637905044,68.28551937916808,19.265432570391148,1.4660841819564359,1,0,0,1,0,0,0,0,70.19290818653884
58091,Timeless Treasure,2,71,33,30,11,Drosselmeyer,15000.0,3,Best of Times,47,Mineshaft,2,0.0,1.0,0.0,0.0,60.81919822797651,14.773872617842912,1.6046311428881792,66.94867331012126,33.13139403918609,66.046636291688,34.71387631772604,1.6562598265383714,0,0,0,0,0,0,0,0,63.7486302162839
58092,Timido,2,71,39,0,13,Gio Ponti,12500.0,1,Shy Lil,47,Lil's Lad,0,0.0,1.0,0.0,0.0,62.268489143150255,15.95203935365762,1.5929521047279664,68.0216481801306,26.52611665758502,69.27310549311728,21.036500719504577,1.5762544349148515,0,0,0,0,0,0,0,0,65.33278725858843
58093,Tiz Meow,2,71,45,50,11,Courageous Cat,6000.0,3,Tiz Mariand,50,Tiznow,2,0.0,0.0,1.0,0.0,52.492949236828956,22.70450053382597,1.5565758710658577,68.71395587243829,32.91073204220041,63.472502345956734,37.595130783797046,1.56456225658395,0,0,0,0,0,0,0,0,59.81723452566139
58094,Tiz Taken Back,2,71,20,24,12,Tizway,20000.0,2,Reposessed,32,Jump Start,2,0.0,1.0,0.0,0.0,60.699901726675655,20.639362521421194,1.630972761920855,65.10678552847482,29.653293045717106,66.14408341895307,28.202119615474384,1.559768601796828,0,0,0,0,0,0,0,0,63.058938311146974
58095,Tiz the Coast,2,71,32,52,6,West Coast,35000.0,1,Sweet Sweet Annie,43,Curlin,0,1.0,0.0,0.0,0.0,59.01334819105935,32.529578297381306,1.5130609583650163,68.10678552847482,31.319959712383774,67.2807049185227,44.43598042160963,1.5600604890962515,0,0,0,0,0,1,0,0,63.436154768274264
58096,Tomahawk Kitten,2,71,68,67,11,Kitten's Joy,100000.0,9,Greed and Fear,54,Bob And John,0,1.0,0.0,0.0,0.0,67.65116752277449,35.09405525411366,1.6109515100462684,66.77345219514147,32.31995971238377,60.95355206328912,36.34701396077312,1.6555095135957185,0,0,0,0,0,0,0,0,66.33932483918012
58097,Torrey's Girl,2,71,20,19,8,Can the Man,3500.0,3,Golden Po,34,Gold Fever,2,0.0,1.0,0.0,0.0,64.0520861324079,24.362532008708023,1.6865690794133585,65.60678552847482,28.403293045717106,72.91504457317805,24.744984892143915,1.5704328750950496,0,0,1,0,0,0,0,0,65.92567468714684
58098,Triple Delight,2,71,28,27,11,Archarcharch,10000.0,4,To My Delight,41,Cape Town,0,0.0,0.0,1.0,0.0,61.55697690071565,15.504239982568714,1.6982517777931392,65.40626356474598,25.833808965277328,65.45463899292147,20.836984048909734,1.6909016344413073,0,0,0,0,0,0,0,0,63.48887654695713
58099,True Atka,2,71,26,28,10,Yes It's True,20000.0,15,Atka,33,Swiss Yodeler,2,0.0,1.0,0.0,0.0,66.70340015404503,15.016605359933365,1.6915429941698337,65.94011886180814,26.903293045717106,67.69935952902405,18.856535053400183,1.5949604138979858,0,0,0,0,0,0,0,0,66.58564560800897
58100,Twice the Price,2,71,48,39,8,Violence,15000.0,4,Goodlookinlucky,49,Lookin at Lucky,0,1.0,0.0,0.0,0.0,68.50070710136106,35.38904401142866,1.6689795276458332,65.93467512197252,30.349046958964117,64.92627228658903,42.38811744607196,1.6133414375475248,0,0,0,0,0,1,0,0,67.06643068635927
58101,Tyrannical Rex,2,71,45,50,10,Fed Biz,12500.0,1,Surrender,50,Stormy Atlantic,1,0.0,0.0,1.0,0.0,60.85140713170849,32.55419758274303,1.661269260015208,72.55209508944651,34.52263443657368,64.07871351167122,32.30333203373281,1.476488849470542,0,1,0,0,0,0,0,0,65.43074387391121
58102,Ultima Copa,1,71,44,45,7,Street Sense,35000.0,11,Cersei,43,Malibu Moon,0,0.0,1.0,0.0,0.0,68.70549472611003,38.165654747025826,1.5988808442685278,65.25241741089982,33.679962811431174,66.75195339381357,37.86865779961678,1.6177650182973196,0,0,0,0,0,0,0,0,67.20388646594199
58103,Union Buster,1,71,58,55,8,Distorted Humor,80000.0,19,Liszy's Union,44,Dixie Union,0,0.0,0.0,1.0,0.0,70.92693587028891,48.218294081103984,1.5944711704631864,68.3293404878229,33.52611665758502,65.96197730974613,32.54471999259357,1.6636348755430077,1,0,0,1,0,0,0,0,69.27303370234439
58104,Union Gap,2,71,42,39,8,Union Rags,50000.0,5,Our Gal El,50,Tapit,0,1.0,0.0,0.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,67.0216481801306,33.91073204220041,66.1657544237053,39.99147027528695,1.607031160335606,0,0,0,0,0,0,0,0,65.2318930079746
58105,Unnamed Soldier,2,71,36,43,10,Soldat,20000.0,2,Ardara,45,Arch,2,1.0,0.0,0.0,0.0,62.78203565854244,30.995987913715133,1.6063463000760396,65.94867331012126,34.345679753471806,68.42173560102,36.15175975089136,1.6813547820986317,0,0,0,0,0,0,0,0,64.73631382796665
58106,Up the Creek,2,71,47,30,5,Upstart,10000.0,4,Clearwater,47,Paynter,2,0.0,1.0,0.0,0.0,67.36370327955153,29.42953474268158,1.7327219384849353,65.93467512197252,29.530865140782296,60.53125705366791,38.59358066194421,1.4901540801216635,0,0,0,0,0,0,1,0,65.83867649051632
58107,Valley of the Hide,2,71,29,31,12,Run Away and Hide,5000.0,5,Monument Valley,30,Air Forbes Won,2,0.0,0.0,1.0,0.0,67.47385986867017,25.748456889890438,1.8389793461830921,65.93467512197252,29.62177423169139,61.13420154951162,20.519971561682663,1.6619912942965638,0,0,0,0,0,0,1,0,65.9841964594522
58108,Vassar's Boy,2,71,82,80,8,Distorted Humor,80000.0,19,Vassar,56,Royal Academy,2,1.0,0.0,0.0,0.0,70.92693587028891,48.218294081103984,1.5944711704631864,73.25241741089982,31.910732042200404,65.82559872310073,22.337055268739746,1.6489253823753056,1,1,0,1,0,0,0,0,70.9756538374245
58109,Venerate,2,71,11,9,9,Treasure Beach,10000.0,3,Elective,29,Grand Slam,0,1.0,0.0,0.0,0.0,61.88731594974841,24.96483383480622,1.6440561213042906,67.19011886180814,26.73662637905044,65.23633881241282,24.565024912430903,1.662968198960842,0,0,0,0,0,0,0,0,64.24565039836898
58110,Volatility,2,71,36,53,6,Empire Maker,85000.0,16,Tapital Gains,45,Tapit,0,0.0,1.0,0.0,0.0,65.82800548592961,41.55707506364848,1.485591738473237,65.27345219514147,33.81995971238377,66.1657544237053,39.99147027528695,1.607031160335606,0,0,0,0,0,0,0,0,65.68457417482011
58111,War Beast,2,71,41,41,9,Declaration of War,40000.0,4,Special One,45,Point Given,1,1.0,0.0,0.0,0.0,69.6085631580445,36.43837870837345,1.666207237011801,68.75209508944651,28.78930110324035,63.768985292913065,29.35364034157575,1.6191948785330987,0,0,0,0,0,0,0,0,68.43286265426549
58112,Warrior Road,2,71,78,66,7,Quality Road,70000.0,8,Miss Ella,58,Exchange Rate,4,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,60.77345219514148,35.06995971238377,64.64021689184135,37.03580898716548,1.6557793298588563,1,0,0,1,0,0,0,0,67.08489544484752
58113,Watschen,2,71,119,116,11,Tapit,150000.0,10,Lady of Fifty,66,After Market,4,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,65.93467512197252,37.34904695896412,67.41064728658903,42.70061744607196,1.5352164375475248,1,0,0,1,0,1,0,0,70.59146200910837
58114,Whiskey Blue,2,71,42,34,8,Maclean's Music,8500.0,5,Kinda Blue,40,Arch,0,0.0,1.0,0.0,0.0,67.89518768737847,35.933720863316076,1.6761089489162102,64.48318664166905,30.603039734508098,68.42173560102,36.15175975089136,1.6813547820986317,0,0,0,0,0,0,0,0,66.7799695084264
58115,Wicked Fortitude,2,71,14,15,9,Wicked Strong,10000.0,1,Mehndi,26,Pulpit,2,0.0,0.0,1.0,0.0,57.22733398832182,25.843940257384546,1.551083464810152,65.93467512197252,28.167228777145933,68.92912981417003,31.646506977278978,1.688995738101273,0,0,0,0,0,0,0,0,62.030172758976796
58116,Wildwood Silk,2,71,48,0,14,Closing Argument,5000.0,6,Polish Silk,52,Polish Pro,2,0.0,1.0,0.0,0.0,65.43586454429987,15.517869292031856,1.8028343159495572,69.88542842277984,24.922634436573684,70.3489681300943,22.15775091936696,1.5696584446134212,0,0,1,0,0,0,1,0,67.73017743963703
58117,Without Pretence,2,71,54,51,5,Bernardini,40000.0,14,Ponder Lea,50,More Than Ready,2,1.0,0.0,0.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,65.85678552847482,33.153293045717106,67.52850091489634,35.053303683580694,1.6614889527962267,0,0,0,0,0,0,0,0,66.06155741458471
58118,Xiroma,2,71,37,30,11,Union Rags,35000.0,2,Love Abounds,46,Not For Love,2,1.0,0.0,0.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,63.08542842277985,29.322634436573686,69.19316801213316,28.061344645329562,1.7370665906893346,0,0,0,0,0,0,0,1,64.30832813116602
58119,Yield,2,71,60,66,10,Cross Traffic,12500.0,1,Dance Team,57,Dynaformer,2,0.0,1.0,0.0,0.0,63.80448306803749,29.84762839834609,1.659564815809484,65.44011886180814,34.903293045717106,66.28570426715349,27.602428776982723,1.5893781588856113,0,0,0,0,0,0,0,0,64.74913877572462
58120,Youramystyle,2,71,25,27,5,Far From Over,0.0,2,Signature Style,37,Awesome Again,0,0.0,0.0,1.0,0.0,66.35678552847482,30.98662637905044,1.6878210002534653,65.93467512197252,29.258137868055027,65.95300113087984,32.14281038872309,1.6399306419178823,0,0,0,0,0,0,0,0,66.14847922655976
58121,Y's Passion,0,71,42,43,14,Candy Ride,40000.0,7,Lu Ravi,42,A.P. Indy,4,0.0,0.0,1.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,65.93467512197252,30.71268332260048,67.2337085684556,31.33445268873147,1.5803384693373888,1,0,0,1,0,0,0,0,68.14600004019202
58122,Zoological,2,71,30,25,9,Animal Kingdom,35000.0,4,Remarkable Remy,42,Hennessy,0,0.0,0.0,1.0,0.0,64.48139552798669,32.99329200317113,1.573721687878853,66.17549433397674,27.52611665758502,62.354633961899,28.19820654999306,1.5982778706618983,0,0,0,0,0,0,0,0,64.75531587517006
58123,About That Base,2,70,26,30,12,Bellamy Road,20000.0,7,Chance Dance,33,American Chance,2,0.0,1.0,0.0,0.0,62.310863934960466,14.889711983564787,1.6202564381097218,65.84376603106342,29.530865140782296,68.33203565854244,27.670987913715134,1.5563463000760396,0,0,0,0,0,0,0,0,64.45055542713379
58124,Alma Rosa,0,70,21,22,6,Sharp Azteca,10000.0,1,Capeslew ,33,Cape Cross,2,0.0,1.0,0.0,0.0,57.79243606675471,27.482521226827426,1.4868826526635959,66.60678552847482,28.319959712383774,63.42188301553171,33.492705297663875,1.5569932728655267,0,0,0,0,0,0,0,0,61.72187542067329
58125,Almafuerte,2,70,51,46,11,Twirling Candy,10000.0,3,Journaliste,42,Sky Mesa,2,0.0,1.0,0.0,0.0,70.74696872224303,41.20606844912588,1.7792384378185115,66.27345219514147,30.403293045717106,66.35313916884849,34.625920671882426,1.6834929270516805,1,0,0,0,0,0,1,0,68.52216350474829
58126,Always Mischievous,2,70,24,26,6,Always Dreaming,25000.0,1,Hot Mischief,36,Into Mischief,0,0.0,1.0,0.0,0.0,59.09608809665138,30.755509500454256,1.4135874018975847,65.84376603106342,29.167228777145933,66.8998264144084,35.895696416342105,1.675269644888239,0,0,0,0,0,0,0,0,62.62833612135915
58127,Ambition,1,70,53,50,5,Street Sense,75000.0,13,Inspired,48,Unbridled's Song,0,1.0,0.0,0.0,0.0,68.70549472611003,38.165654747025826,1.5988808442685278,69.02010188154983,37.05996546775752,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,68.5895709303044
58128,Anytimeallthetime,2,70,20,22,9,Atreides,5000.0,2,Thetaloveandmine,32,Master Command,2,1.0,0.0,0.0,0.0,62.69962094574893,32.56815339895113,1.7398745306743182,65.86780202628444,26.141501272969638,65.88491283760239,34.97169552557574,1.5427768781229656,0,0,0,0,0,0,1,0,64.28627810771438
58129,Athena Grande,1,70,46,0,13,Giant's Causeway,85000.0,12,Board Battle,41,Seeking The Gold,0,0.0,1.0,0.0,0.0,69.7764260573393,26.86610356683721,1.6149257965019002,64.48714272598221,23.990559796976783,67.69246550262211,25.071151141895967,1.6612269532805035,0,0,0,0,0,0,0,0,67.61258280815673
