,name,form,rating,rawErg,erg,age,sire,fee,crop,dam,ems3,bmSire,damForm,sex_C,sex_F,sex_G,sex_R,avgSireRating,avgSireErg,avgSireForm,avgDamRating,avgDamErg,avgBmSireRating,avgBmSireErg,avgBmSireForm,sireIsElite,damIsElite,bmSireIsElite,sireIsEliteErg,damIsEliteErg,bmSireIsEliteErg,sireIsEliteForm,bmSireIsEliteForm,lineage_score
1816,Effortlesslyelgant,2,84,44,34,6,Liam's Map,20000.0,5,County Clare,47,Uncle Mo,0,0.0,1.0,0.0,0.0,68.8891026221722,36.125774427973305,1.6290752779893198,65.94011886180814,31.73662637905044,66.44564384747675,44.79464448273666,1.494745436641138,0,0,0,0,0,1,0,0,67.49043948984047
1817,Rubindy,2,84,32,0,15,Bernardini,60000.0,4,Caroni,43,Rubiano,0,0.0,1.0,0.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,73.60478978480575,30.402324502859134,65.49641682527374,25.84982814014107,1.5451451148039603,0,1,0,0,0,0,0,0,68.46854629085715
1818,Tall Paul,2,84,23,16,5,Frosted,20000.0,4,Ananda,32,Scat Daddy,0,1.0,0.0,0.0,0.0,64.67712570536679,34.783358066194424,1.5290154080121663,66.79087894936137,28.52611665758502,67.39218830155316,39.07199780249366,1.6556993272865526,0,0,0,0,0,0,0,0,65.82419873019285
1819,Democratic Values,2,83,54,59,9,Honor Code,40000.0,1,Freedom Flag,54,Dixie Union,2,1.0,0.0,0.0,0.0,64.34700594309041,36.12016465228586,1.5052243833460066,67.02558421288161,32.16722877714594,65.96197730974613,32.54471999259357,1.6636348755430077,0,0,0,0,0,0,0,0,65.52675404251568
1820,Dueling,2,83,39,34,10,Violence,15000.0,2,Seattle Qui,47,Seattle Slew,0,1.0,0.0,0.0,0.0,68.50070710136106,35.38904401142866,1.6689795276458332,66.3772447386927,32.63139403918609,63.83281426341698,20.738395165486054,1.5725385200304158,0,0,0,0,0,0,0,0,67.05731134873552
1821,Papa Jazz,1,83,41,41,12,Scat Daddy,30000.0,6,Kauai Calls,37,Fusaichi Pegasus,2,1.0,0.0,0.0,0.0,73.26225357550668,31.552703697716126,1.7150573009210992,68.94867331012126,26.845679753471806,63.663348348081065,25.519998474916736,1.606479028400762,1,0,0,0,0,0,1,0,70.31266469850794
1822,Major Force,2,82,61,57,12,Scat Daddy,30000.0,6,Lerici,50,Woodman,2,0.0,0.0,1.0,0.0,73.26225357550668,31.552703697716126,1.7150573009210992,72.5800891463561,34.67746978428783,65.62874243902604,19.041123355976094,1.6496750141059267,1,1,0,0,0,0,1,0,71.87846935483188
1823,Simply Enchanting,2,82,49,45,5,Nyquist,40000.0,4,Enchante,42,Bluegrass Cat,2,0.0,1.0,0.0,0.0,70.25117260975708,44.35349798561919,1.6302243833460066,69.40626356474598,32.29534742681579,63.78125099628078,37.19683342682828,1.668100858774246,1,0,0,1,0,0,0,0,68.98496620198175
1824,American Refugee,2,81,60,67,7,American Pharoah,90000.0,3,Refugee,53,Unaccounted For,2,0.0,0.0,1.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,72.0800891463561,36.98996978428783,71.12881527662677,33.142427232892814,1.6403378537327216,1,1,1,1,0,0,0,0,71.30888627980352
1825,Candy Machine,2,81,76,81,9,Candy Ride,60000.0,12,Viva Carina,59,Giant's Causeway,2,1.0,0.0,0.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,65.48318664166905,41.52611665758502,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,67.80403257945734
1826,Just So Pretty,1,81,54,56,5,Justify,150000.0,2,Battle Girl,54,Midshipman,0,0.0,1.0,0.0,0.0,69.77278768292847,46.85999664269865,1.4253739722433443,65.44867331012126,41.417108324900376,68.4527963051425,49.80509609677884,1.6436989787881189,0,0,0,1,0,1,0,0,68.06134894577805
1827,Kid Mercury,2,81,59,61,9,Lemon Drop Kid,20000.0,16,Queenie's Song,50,Unbridled's Song,2,1.0,0.0,0.0,0.0,66.58870728052362,32.79492656065881,1.5915096599511287,68.66295902440699,36.20282261061466,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,67.4061772075112
1828,Modify,2,80,86,70,13,Candy Ride,50000.0,8,Modification,64,Vindication,3,0.0,1.0,0.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,66.90452368564986,39.21330647492252,67.07248656519435,29.815186152438365,1.6889242556505322,1,0,0,1,0,0,0,0,68.4612637369899
1829,Road to Damascus,2,80,60,56,11,Pioneerof The Nile,20000.0,5,Saint Bernadette,52,Saint Ballado,2,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,70.23438759583556,28.345679753471806,65.97302559595141,20.07943168183304,1.6898766603917055,0,1,0,0,0,0,0,0,68.89856262453242
1830,Scolding,2,80,29,35,9,Carpe Diem,20000.0,1,Rebuke,41,Carson City,2,0.0,1.0,0.0,0.0,64.8049380198251,30.387395052733357,1.5628029771828382,71.0175891463561,30.05246978428783,68.06521199242786,24.350865372368062,1.6495609680504182,0,1,0,0,0,0,0,0,67.46840701000137
1831,Eel,2,79,66,0,13,Harlan's Holiday,25000.0,9,Involved,53,Speightstown,2,1.0,0.0,0.0,0.0,70.7678426565598,19.52310647482637,1.7441008513616272,68.5915304529784,30.774251182043233,69.73123613320023,39.52018154463151,1.6832279726096842,1,0,0,0,0,0,1,0,69.85064240680236
1832,First Commander,1,79,90,72,11,Medaglia d'Oro,100000.0,10,Emma's Encore,62,Congrats,4,0.0,0.0,1.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,68.80581616726413,36.77425118204324,67.3153267358601,39.238508066747904,1.639648148952349,1,0,0,1,0,0,0,0,70.16727688522629
1833,Hellman,2,79,32,30,8,Empire Maker,85000.0,14,Touching Beauty,42,Tapit,3,0.0,0.0,1.0,0.0,65.82800548592961,41.55707506364848,1.485591738473237,67.44867331012126,30.345679753471806,66.1657544237053,39.99147027528695,1.607031160335606,0,0,0,0,0,0,0,0,66.44590156506304
1834,Secret Potion,2,79,73,65,8,Into Mischief,75000.0,9,Caxambas Pass,54,Tiznow,2,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,67.27345219514147,34.903293045717106,63.472502345956734,37.595130783797046,1.56456225658395,1,0,0,1,0,0,0,0,69.32512229822382
1835,Tahini,2,79,56,59,5,American Pharoah,20000.0,5,More Fun Again,51,Arch,2,0.0,1.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,66.66194784924525,32.16722877714594,68.42173560102,36.15175975089136,1.6813547820986317,1,0,0,1,0,0,0,0,69.00647487447371
1836,Lyrics,2,78,84,77,12,Speightstown,60000.0,9,Embur's Song,58,Unbridled's Song,3,0.0,1.0,0.0,0.0,72.48816649964104,48.24226647743448,1.6150880997801398,66.56010971859213,35.679962811431174,67.19858605804627,32.42629377704712,1.5784486517719196,1,0,0,1,0,0,0,0,69.6199095600347
1837,Sail On,1,77,61,59,10,Into Mischief,35000.0,7,Color Me Flying,50,Distorted Humor,1,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,67.8772447386927,34.488536896328945,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,0,0,0,0,70.2429663221561
1838,Shop Lifting,1,77,66,65,5,Into Mischief,175000.0,12,Miss Shop,48,Deputy Minister,4,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,66.0216481801306,37.44919358066194,66.36083538526539,19.307403171448463,1.6686984498375141,1,0,0,1,0,0,0,0,69.3202408488663
1839,Son of Thunder,2,76,57,72,8,Uncle Mo,150000.0,6,Chattertown,48,Speightstown,2,1.0,0.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,65.7050891463561,34.05246978428783,69.73123613320023,39.52018154463151,1.6832279726096842,0,0,0,1,0,0,0,0,68.34613091574471
1840,Chocolate Speights,2,75,92,82,10,Speightstown,80000.0,11,More Chocolate,62,Malibu Moon,4,0.0,1.0,0.0,0.0,72.48816649964104,48.24226647743448,1.6150880997801398,65.5915304529784,38.20282261061466,66.75195339381357,37.86865779961678,1.6177650182973196,1,0,0,1,0,0,0,0,69.21391191743498
1841,Last Minute,2,75,39,42,5,The Factor,20000.0,8,Improv,45,Distorted Humor,2,1.0,0.0,0.0,0.0,67.2150897895477,32.11954147585316,1.6521538628658332,66.69011886180814,32.73662637905044,68.18261323721907,35.74295483005538,1.6589007919699306,0,0,0,0,0,0,0,0,67.17647848198956
1842,Lemon and Diem,2,75,27,30,9,Carpe Diem,25000.0,1,Lemonette,39,Lemon Drop Kid,2,1.0,0.0,0.0,0.0,64.8049380198251,30.387395052733357,1.5628029771828382,68.75209508944651,29.922634436573684,66.8106287144315,33.12197790767866,1.591806906257921,0,0,0,0,0,0,0,0,66.48729659838355
1843,Sir Otto,2,75,43,30,5,Arrogate,50000.0,3,Gold Beach,48,Tapit,2,1.0,0.0,0.0,0.0,72.50195434959512,42.65860775380976,1.6753739722433443,66.19011886180814,32.56995971238377,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,0,0,69.34238193998621
1844,Enamored,1,74,80,75,10,Curlin,35000.0,7,Smitten,57,Tapit,2,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,69.86780202628444,36.37227050373887,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,0,0,70.86758017570807
1845,Fashion Victim,1,74,90,88,5,Tapit,200000.0,16,Laskarina,57,Distorted Humor,2,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.25241741089982,42.141501272969634,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,1,0,0,0,71.16846670282743
1846,Pharoah Cat,2,74,39,43,9,American Pharoah,100000.0,1,Meerkat Miss,47,Giant's Causeway,0,1.0,0.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,65.52345219514147,33.31995971238377,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,68.24585084802426
1847,Triumphant Road,1,74,42,37,7,Quality Road,20000.0,8,Foxysox,39,Foxhound,4,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,67.60678552847482,30.403293045717106,70.7957652264892,26.77998273387876,1.6876375715371996,1,0,1,1,0,0,0,0,70.39989436171136
1848,Galilee,2,73,64,71,8,Pioneerof The Nile,110000.0,8,Pretty 'n Smart,55,Beau Genius,2,0.0,0.0,1.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,73.44867331012126,35.05996546775752,67.88491283760239,20.557061379234273,1.5671671220254046,0,1,0,0,0,0,0,0,70.31034571078006
1849,Beyond Lucky,1,72,73,65,5,Nyquist,40000.0,4,Cajun Delta Dawn,54,Kantharos,2,0.0,1.0,0.0,0.0,70.25117260975708,44.35349798561919,1.6302243833460066,62.77345219514148,36.73662637905044,60.311558373990835,39.69210656207895,1.310722787970957,1,0,0,1,0,0,0,0,66.14302832927669
1850,Old Point,2,72,71,62,7,Curlin,150000.0,10,Helena Bay,52,Johannesburg,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,70.81876175611318,32.255967769907016,64.83178316554397,28.942124230841173,1.611729446830082,1,1,0,1,0,0,0,0,71.00032039242393
1851,Winter Wolf,2,72,58,64,10,Will Take Charge,30000.0,1,Winter Book,56,Any Given Saturday,0,0.0,0.0,1.0,0.0,65.34128781449112,37.21103210122466,1.6071618325272985,67.79087894936137,35.91073204220041,69.47389913343174,40.33928842998359,1.6971041412122538,0,0,0,0,0,0,0,0,66.8185364095368
1852,Basie,0,71,36,36,9,Union Rags,35000.0,4,Secret Ballot,47,Courageous Cat,0,0.0,0.0,1.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,66.02010188154983,33.55996546775752,66.5175891463561,35.61496978428783,1.453365750190099,0,0,0,0,0,0,0,0,64.93412701186895
1853,Stealing Holly,1,71,87,86,12,Tapit,125000.0,9,Aguadilla,58,Stormy Atlantic,1,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,65.8300891463561,34.73996978428783,64.07871351167122,32.30333203373281,1.476488849470542,1,0,0,1,0,0,0,0,70.05506685140496
1854,Maine,2,70,23,26,9,American Pharoah,20000.0,1,Parris Hill,35,A.P. Indy,2,1.0,0.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,65.94472510320752,24.679962811431174,67.2337085684556,31.33445268873147,1.5803384693373888,1,0,0,1,0,0,0,0,68.57724285847584
1855,Shrug,2,70,49,48,5,Candy Ride,100000.0,16,Private Gift,47,Unbridled,0,0.0,0.0,1.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,70.4550891463561,35.05246978428783,66.12675891463562,21.492746978428784,1.60158657501901,1,1,0,1,0,0,0,0,69.56210250065327
1856,Wharton,2,70,67,63,7,Candy Ride,80000.0,14,Her Smile,55,Include,4,1.0,0.0,0.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,67.55209508944651,42.122634436573684,66.04525369585627,36.59475145654975,1.597015584716074,1,0,0,1,1,0,0,0,68.53382879791802
1857,Cross Examine,2,69,64,54,8,Quality Road,35000.0,7,Litigating,52,Point Given,2,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,65.94472510320752,32.06457819604656,63.768985292913065,29.35364034157575,1.6191948785330987,1,0,0,1,0,0,0,0,68.76415622283139
1858,Radiant Queen,1,69,47,47,5,Gun Runner,70000.0,3,Renee's Queen,35,After Market,0,0.0,1.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,69.02010188154983,30.702822610614664,67.41064728658903,42.70061744607196,1.5352164375475248,1,0,0,1,0,1,1,0,70.94214433881272
1859,Acero,2,68,47,50,6,Gun Runner,70000.0,2,Intensify,51,Unbridled's Song,0,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,69.3489681300943,33.21330647492252,67.19858605804627,32.42629377704712,1.5784486517719196,1,0,0,1,0,0,1,0,71.02543834152189
1860,Run This Town,2,68,25,24,10,Union Rags,35000.0,3,Auspiciously,39,Malibu Moon,0,1.0,0.0,0.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,68.28542842277984,27.722634436573685,66.75195339381357,37.86865779961678,1.6177650182973196,0,0,0,0,0,0,0,0,65.76214593841809
1861,Woodythebidspotter,2,68,60,56,6,Street Sense,50000.0,12,Renda,52,Medaglia d'Oro,2,1.0,0.0,0.0,0.0,68.70549472611003,38.165654747025826,1.5988808442685278,70.44867331012126,36.63139403918609,69.32199187627299,42.200425429038376,1.6913922770924363,0,1,0,0,0,1,0,0,69.4080818030384
1862,Rock Music,2,66,71,67,13,Tapit,125000.0,8,Tap Your Feet,53,Dixieland Band,0,0.0,0.0,1.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.48318664166905,33.37227050373887,66.97385769004552,21.66863625116189,1.7091589572102786,1,0,0,1,0,0,0,0,71.06792260152064
1863,Good Clean Fun,2,65,62,50,9,Into Mischief,45000.0,8,Conway Two Step,48,Spanish Steps,0,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,64.36949566715869,35.931736267565014,62.780054859296065,31.72459679033097,1.548225077040061,1,0,0,1,0,0,0,0,68.20487039043073
1864,Carioquinha,2,63,50,50,7,Gun Runner,70000.0,1,Pure Clan,52,Pure Prize,4,0.0,1.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,64.75209508944651,28.055967769907017,64.02956239947476,31.98954519413158,1.488773441468843,1,0,0,1,0,0,1,0,68.94117922850943
1865,Mocha Grande,2,63,71,69,5,Uncle Mo,125000.0,9,Holiday Music,54,Harlan's Holiday,2,0.0,1.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,65.2074023946998,33.07631968623684,64.92571762609298,35.179952029387835,1.7289317377120412,0,0,0,1,0,0,0,1,67.45111277659892
1866,Overcooked,2,63,72,70,7,Into Mischief,100000.0,10,Overprepared,51,Quality Road,0,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,62.0216481801306,36.98765511912348,63.68188614329451,39.75655872303598,1.4472957187737623,1,0,0,1,0,0,0,0,67.51839846257067
1867,Sally Ride,0,63,58,64,14,Tapit,80000.0,7,Seeinsbelieven,46,Carson City,2,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.25241741089982,32.98765511912348,68.06521199242786,24.350865372368062,1.6495609680504182,1,0,0,1,0,0,0,0,71.15085651610876
1868,Gun Bullet,2,61,32,38,6,Gun Runner,70000.0,2,Royal Irish Lass,43,Saint Ballado,1,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,63.55209508944652,30.78930110324035,65.97302559595141,20.07943168183304,1.6898766603917055,1,0,0,1,0,0,1,0,68.81269870798093
1869,Inflationary,0,59,66,55,6,Into Mischief,150000.0,11,Fifty Foot Woman,47,Giant's Causeway,0,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,64.25241741089982,36.29534742681579,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,68.6479945644856
1870,Commentary,1,58,85,56,11,The Factor,15000.0,2,Siren Serenade,66,Unbridled's Song,1,0.0,1.0,0.0,0.0,67.2150897895477,32.11954147585316,1.6521538628658332,73.12674590787209,41.824417586033626,67.19858605804627,32.42629377704712,1.5784486517719196,0,1,0,0,0,0,0,0,69.28169387123603
1871,Ascension,0,56,52,54,5,Justify,150000.0,2,Breaking Beauty,53,Into Mischief,2,0.0,1.0,0.0,0.0,69.77278768292847,46.85999664269865,1.4253739722433443,64.57103875833616,31.71268332260048,66.8998264144084,35.895696416342105,1.675269644888239,0,0,0,1,0,0,0,0,67.52123136904315
1872,Godiva's Limousine,2,55,57,0,14,Bernardini,75000.0,5,Stormy Welcome,54,Storm Cat,0,0.0,0.0,1.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,70.4550891463561,35.98996978428783,67.87505798218025,28.003393941971595,1.6425347822934346,0,1,0,0,0,0,0,0,67.72294724093575
1873,Public Appearance,2,55,32,35,5,City of Light,40000.0,2,Taglia,43,Union Rags,1,1.0,0.0,0.0,0.0,70.17908789493615,42.68338089652774,1.5557988615618583,65.44011886180814,30.903293045717106,64.73716832753031,40.08641993836795,1.575961642911457,1,0,0,1,0,0,0,0,67.70416079823046
1874,Master Mojo,1,52,20,22,6,Mastery,25000.0,2,Engaged,32,Malibu Moon,0,1.0,0.0,0.0,0.0,59.61077837398525,35.575894336850034,1.5464990513015486,63.252417410899824,30.372270503738868,66.75195339381357,37.86865779961678,1.6177650182973196,0,0,0,0,0,0,0,0,61.95652828987959
1875,Live the Moment,2,48,62,52,10,Uncle Mo,25000.0,4,From Jump Street,45,Jump Start,2,0.0,1.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,61.61876175611318,29.522634436573686,66.14408341895307,28.202119615474384,1.559768601796828,0,0,0,1,0,0,0,0,66.37784342202261
1876,Prather,1,48,55,48,7,Into Mischief,100000.0,10,Ashlee's Lady,43,Gilded Time,0,0.0,0.0,1.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,63.73438759583555,32.77425118204324,65.82031383592197,17.673026640519737,1.6837413030533452,1,0,0,1,0,0,0,0,68.43862141196153
1877,Blue Horseshoe,1,47,71,58,5,Flatter,40000.0,17,Lemon Liqueur,57,Exchange Rate,2,0.0,1.0,0.0,0.0,68.96331932176925,30.785667156547074,1.647737572200646,65.0915304529784,33.417108324900376,64.64021689184135,37.03580898716548,1.6557793298588563,0,0,0,0,0,0,0,0,66.95972785320326
1878,Oriole,0,46,65,64,9,Medaglia d'Oro,150000.0,12,Free as a Bird,51,Hard Spun,0,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,63.73438759583555,36.417108324900376,65.37018432380538,43.76644988010253,1.6138130896166365,1,0,0,1,0,1,0,0,68.10050552341808
1879,Lebron J,0,42,80,68,10,Medaglia d'Oro,125000.0,11,Tapicat,58,Tapit,3,1.0,0.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,63.298311485608885,32.98541059532775,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,0,0,68.06721439982374
1880,Major Offensive,0,34,100,98,5,War Front,250000.0,14,Seek and Destroy,60,Verrazano,3,0.0,0.0,1.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,62.57103875833616,35.712683322600476,64.66467024391144,37.416904482638664,1.471302000116984,1,0,0,1,0,0,1,0,69.38285825040458
1910,Miles D,3,103,99,88,8,Curlin,150000.0,9,Sound the Trumpets,64,Bernardini,0,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,67.25241741089982,41.06457819604656,68.12746428142634,45.370845224131926,1.65433433077508,1,0,0,1,0,1,0,0,70.2464520389816
1911,Telekinesis,2,95,64,60,11,Ghostzapper,50000.0,9,Intentional Cry,52,Street Cry,0,1.0,0.0,0.0,0.0,68.32297039985089,44.31672510626241,1.6374778823607203,68.68542842277984,33.58930110324035,68.04590815795642,38.37104646797287,1.6744139333405752,0,0,0,1,0,0,0,0,68.40827137159185
1912,War of Ideas,2,94,67,0,13,War Front,60000.0,6,Hightap,51,Tapit,3,1.0,0.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,68.66361331421751,33.40232450285913,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,1,0,71.74042197193214
1913,McCullough,2,88,73,70,6,Curlin,175000.0,11,Astray,52,Bernardini,0,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,70.3293404878229,37.218424349892715,68.12746428142634,45.370845224131926,1.65433433077508,1,1,0,1,0,1,0,0,71.32337511590468
1914,Gandolfini,2,86,10,11,6,Justify,150000.0,1,Dorothy's Aurora,18,Simon Pure,2,1.0,0.0,0.0,0.0,69.77278768292847,46.85999664269865,1.4253739722433443,67.29831148560889,27.80359241350957,62.5457652264892,28.065697019593046,1.616209000108628,0,0,0,1,0,0,0,0,67.82266764540073
1915,Anna's Fast,2,82,22,27,9,Fast Anna,20000.0,1,True Will,34,Yes It's True,2,0.0,1.0,0.0,0.0,62.324120850534584,29.20307072498212,1.541716051321046,66.93467512197252,29.258137868055027,65.35353031058165,28.83035797319642,1.6124239280684949,0,0,0,0,0,0,0,0,64.39222626454492
1916,Customer Driven,2,82,75,71,7,Quality Road,70000.0,8,House Rules,57,Distorted Humor,3,0.0,1.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,67.10678552847482,35.73662637905044,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,0,0,0,0,69.83292156332084
1917,Final Say,2,77,27,27,10,Violence,20000.0,2,Holy Princess,39,Holy Bull,1,0.0,0.0,1.0,0.0,68.50070710136106,35.38904401142866,1.6689795276458332,65.0800891463561,23.98996978428783,65.81491557428043,21.662906893402752,1.7102447818320072,0,0,0,0,0,0,0,0,66.90062208804723
1918,Indochine,2,66,149,121,9,War Front,200000.0,10,Fascinating,70,Smart Strike,3,0.0,1.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,67.5915304529784,49.77425118204324,68.58524744227446,37.3209530386376,1.5866112931318956,1,0,0,1,1,0,1,0,71.72811692328382
1919,Saralin,1,65,60,53,9,Curlin,100000.0,8,Sarasota,47,Luhuk,4,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,63.71395587243829,35.91073204220041,62.36949566715868,29.75526567932972,1.603167764884799,1,0,0,1,0,0,0,0,68.14429520837992
